"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","MDPR","MDSF","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WESD","WESF"
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-07-19",,,,,,"65","80","50",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-07-20",,,,,,"65","80","54",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-07-21",,,,,,"57","69","51",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-07-22",,,,,,"58","75","47",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-07-23",,,,,,"62","77","48",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-07-24",,,,,,"63","81","46",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-07-25",,,,,,"64","81","51",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-07-26",,,,,,"66","81","47",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-07-27",,,,,,"62","78","53",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-07-28",,,,,,"62","79","53",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-07-29",,,,,,"59","72","52",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-07-30",,,,,,"60","77","47",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-07-31",,,,,,"64","79","51",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-08-01",,,,,,"58","73","54",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-08-02",,,,,,"56","67","47",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-08-03",,,,,,"59","74","45",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-08-04",,,,,,"55","76","46",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-08-05",,,,,,"53","72","42",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-08-06",,,,,,"56","71","43",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-08-07",,,,,,"56","71","44",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-08-08",,,,,,"57","67","48",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-08-09",,,,,,"56","67","47",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-08-10",,,,,,"58","73","43",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-08-11",,,,,,"56","75","43",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-08-12",,,,,,"56","69","43",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-08-13",,,,,,"57","73","38",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-08-14",,,,,,"60","75","41",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-08-15",,,,,,"62","77","47",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-08-16",,,,,,"53","65","43",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-08-17",,,,,,"56","73","39",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-08-18",,,,,,"63","79","44",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-08-19",,,,,,"52","61","42",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-08-20",,,,,,"54","68","42",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-08-21",,,,,,"58","74","41",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-08-22",,,,,,"62","76","46",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-08-23",,,,,,"61","72","47",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-08-24",,,,,,"58","73","41",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-08-25",,,,,,"59","76","41",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-08-26",,,,,,"61","78","45",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-08-27",,,,,,"61","76","45",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-08-28",,,,,,"56","68","44",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-08-29",,,,,,"56","73","41",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-08-30",,,,,,"53","61","46",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-08-31",,,,,,"55","67","44",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-09-01",,,,,,"54","69","38",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-09-02",,,,,,"54","71","38",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-09-03",,,,,,"56","72","40",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-09-04",,,,,,"59","76","41",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-09-05",,,,,,"61","72","47",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-09-06",,,,,,"51","62","36",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-09-07",,,,,,"56","75","33",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-09-08",,,,,,"49","57","44",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-09-09",,,,,,"53","68","41",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-09-10",,,,,,"46","58","36",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-09-11",,,,,,"48","67","30",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-09-12",,,,,,"50","69","32",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-09-13",,,,,,"55","71","40",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-09-14",,,,,,"57","72","41",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-09-15",,,,,,"56","70","42",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-09-16",,,,,,"56","72","41",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-09-17",,,,,,"57","75","39",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-09-18",,,,,,"58","74","41",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-09-19",,,,,,"59","79","40",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-09-20",,,,,,"55","69","45",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-09-21",,,,,,"57","72","41",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-09-22",,,,,,"46","49","41",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-09-23",,,,,,"45","58","36",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-09-24",,,,,,"48","65","31",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-09-25",,,,,,"52","69","35",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-09-26",,,,,,"57","76","41",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-09-27",,,,,,"57","75","41",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-09-28",,,,,,"58","77","41",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-09-29",,,,,,"59","75","41",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-09-30",,,,,,"57","74","44",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-10-01",,,,,,"56","74","40",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-10-02",,,,,,"55","70","39",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-10-03",,,,,,"53","68","39",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-10-04",,,,,,"50","65","40",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-10-05",,,,,,"49","65","36",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-10-06",,,,,,"51","63","43",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-10-07",,,,,,"50","69","39",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-10-08",,,,,,"40","51","33",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-10-09",,,,,,"36","43","32",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-10-10",,,,,,"40","47","34",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-10-11",,,,,,"44","55","32",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-10-12",,,,,,"43","56","33",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-10-13",,,,,,"42","56","29",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-10-14",,,,,,"45","63","31",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-10-15",,,,,,"46","63","32",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-10-16",,,,,,"46","61","31",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-10-17",,,,,,"44","59","33",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-10-18",,,,,,"40","53","32",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-10-19",,,,,,"42","55","32",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-10-20",,,,,,"44","61","28",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-10-21",,,,,,"46","64","35",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-10-22",,,,,,"36","42","33",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-10-23",,,,,,"34","37","32",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-10-24",,,,,,"36","42","32",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-10-25",,,,,,"27","38","20",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-10-26",,,,,,"22","27","20",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-10-27",,,,,,"22","31","11",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-10-28",,,,,,"27","44","10",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-10-29",,,,,,"36","53","23",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-10-30",,,,,,"42","59","29",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-10-31",,,,,,"35","43","28",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-11-01",,,,,,"33","43","25",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-11-02",,,,,,"36","52","23",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-11-03",,,,,,"39","53","29",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-11-04",,,,,,"38","54","28",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-11-05",,,,,,"40","56","27",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-11-06",,,,,,"41","59","30",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-11-07",,,,,,"36","48","29",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-11-08",,,,,,"40","56","27",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-11-09",,,,,,"27","34","20",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-11-10",,,,,,"23","33","14",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-11-11",,,,,,"23","33","18",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-11-12",,,,,,"19","30","10",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-11-13",,,,,,"21","28","15",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-11-14",,,,,,"23","29","19",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-11-15",,,,,,"24","28","20",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-11-16",,,,,,"24","31","20",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-11-17",,,,,,"23","33","15",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-11-18",,,,,,"28","45","14",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-11-19",,,,,,"33","50","23",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-11-20",,,,,,"36","48","25",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-11-21",,,,,,"27","33","18",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-11-22",,,,,,"16","20","8",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-11-23",,,,,,"20","32","5",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-11-24",,,,,,"9","22","-3",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-11-25",,,,,,"2","18","-9",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-11-26",,,,,,"16","32","2",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-11-27",,,,,,"25","42","12",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-11-28",,,,,,"20","29","14",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-11-29",,,,,,"13","17","9",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-11-30",,,,,,"13","22","0",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-12-01",,,,,,"24","28","17",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-12-02",,,,,,"32","43","26",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-12-03",,,,,,"34","42","30",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-12-04",,,,,,"34","44","29",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-12-05",,,,,,"34","40","28",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-12-06",,,,,,"28","36","20",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-12-07",,,,,,"23","31","13",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-12-08",,,,,,"26","43","10",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-12-09",,,,,,"30","36","27",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-12-10",,,,,,"27","32","21",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-12-11",,,,,,"21","25","17",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-12-12",,,,,,"27","33","19",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-12-13",,,,,,"31","45","21",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-12-14",,,,,,"33","41","28",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-12-15",,,,,,"26","33","17",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-12-16",,,,,,"18","28","10",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-12-17",,,,,,"17","28","6",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-12-18",,,,,,"24","30","18",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-12-19",,,,,,"31","35","29",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-12-20",,,,,,"34","38","32",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-12-21",,,,,,"32","36","30",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-12-22",,,,,,"33","49","24",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-12-23",,,,,,"31","37","27",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-12-24",,,,,,"25","39","16",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-12-25",,,,,,"22","35","10",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-12-26",,,,,,"26","42","18",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-12-27",,,,,,"23","33","13",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-12-28",,,,,,"16","34","6",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-12-29",,,,,,"20","28","11",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-12-30",,,,,,"18","27","5",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2010-12-31",,,,,,"-4","4","-10",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2011-01-01",,,,,,"-5","4","-13",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2011-01-02",,,,,,"8","26","-8",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2011-01-03",,,,,,"18","28","10",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2011-01-04",,,,,,"17","24","11",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2011-01-05",,,,,,"16","25","11",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2011-01-06",,,,,,"22","33","15",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2011-01-07",,,,,,"23","36","15",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2011-01-08",,,,,,"25","34","15",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2011-01-09",,,,,,"18","24","5",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2011-01-10",,,,,,"2","9","-5",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2011-01-11",,,,,,"4","18","-6",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2011-01-12",,,,,,"15","36","2",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2011-01-13",,,,,,"26","42","20",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2011-01-14",,,,,,"26","33","22",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2011-01-15",,,,,,"26","35","20",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2011-01-16",,,,,,"26","32","20",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2011-01-17",,,,,,"29","36","25",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2011-01-18",,,,,,"27","37","22",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2011-01-19",,,,,,"21","27","10",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2011-01-20",,,,,,"13","31","2",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2011-01-21",,,,,,"19","29","9",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2011-01-22",,,,,,"18","23","12",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2011-01-23",,,,,,"17","25","5",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2011-01-24",,,,,,"15","23","1",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2011-01-25",,,,,,"10","20","0",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2011-01-26",,,,,,"17","29","11",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2011-01-27",,,,,,"21","33","9",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2011-01-28",,,,,,"26","38","13",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2011-01-29",,,,,,"28","43","18",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2011-01-30",,,,,,"25","37","16",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2011-01-31",,,,,,"19","31","7",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2011-02-01",,,,,,"-3","5","-15",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2011-02-02",,,,,,"-10","0","-20",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2011-02-03",,,,,,"-1","13","-18",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2011-02-04",,,,,,"13","21","3",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2011-02-05",,,,,,"20","23","15",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2011-02-06",,,,,,"13","19","7",,,
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2011-02-07",,,,,,"15","21","7",,,
