id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
26223297,Mid-mod Uptown Condo,17918102,Preston,,North Capitol Hill,39.74744462895121,-104.98234910515329,Entire home/apt,200,2,2,2018-07-26,1.02,1,179
26225326,Home Sweet Home in the heart of Denver,197075567,Tanya,,Lincoln Park,39.736632675888316,-105.00233865735957,Entire home/apt,90,1,12,2018-08-23,5.71,1,9
26225980,Queen Cozy Room/ Walking Distance To Light Rail!!,188714174,Dama & Gus,,Kennedy,39.65827678678223,-104.8505442594032,Private room,38,1,0,,,1,226
26226720,RENT AN AIR MATTRESS IN CENTRAL DENVER FOR 1 night,94413859,Joe,,Mar Lee,39.68668482972903,-105.02806230098233,Shared room,40,30,1,2018-07-28,1,8,365
26230103,Downtown Denver condo w/ Balcony,158595278,Joseph,,CBD,39.74593845129309,-104.99662584509072,Entire home/apt,85,30,0,,,1,145
26230682,"Unwind at the Modern Farmhouse - Stapleton, CO",197127827,Dominique,,Stapleton,39.79118212967329,-104.89471626758359,Entire home/apt,199,2,4,2018-08-11,3.24,1,45
26231122,Luxury townhome in a great urban neighborhood!,43517222,Matt,,West Colfax,39.74269120474245,-105.02770802056921,Entire home/apt,172,2,10,2018-08-22,5.17,1,302
26240997,☀Walkable 4BR in West Highland☀ Fenced Backyard & Grill-Just Remodeled-BookUrban,100369882,Book Urban,,West Highland,39.767854290998805,-105.0267189509679,Entire home/apt,217,1,0,,,4,328
26252810,Art District! Sleeps 6 + Private Backyard,983816,Carter,,Lincoln Park,39.73083483877524,-104.99702692148252,Entire home/apt,149,2,7,2018-08-12,4.47,6,158
26253523,Delightful Getaway - Berkeley Neighborhood,197328954,Bill & Rita,,Berkeley,39.77555076155932,-105.0502115735655,Entire home/apt,165,2,10,2018-08-25,6.25,1,53
26253752,FREE BIKES!!! Stylish 1 bedroom with cool lofts,10279860,Jourdan,,City Park West,39.74040968661472,-104.96228560224627,Entire home/apt,99,1,3,2018-08-12,2.65,7,346
26253809,FREE BIKES!!! 2 bedroom with back patio and garden,10279860,Jourdan,,City Park West,39.74047172819682,-104.9610910964658,Entire home/apt,150,1,6,2018-08-11,6,7,343
26254012,Union Station Apartment,124857163,Ron And Stacy,,Union Station,39.75680633112309,-105.00092740970257,Entire home/apt,210,2,3,2018-08-13,2.09,1,4
26255387,"Two Story Condo With Beautiful Balconies,City Park",24706252,Colleen,,City Park,39.742783768981816,-104.95149735366073,Entire home/apt,200,2,7,2018-08-16,3.75,1,104
26257031,Executive Loft in Luxury High Rise,21941461,William,,Civic Center,39.73977512004563,-104.98925705210101,Entire home/apt,165,30,1,2018-07-29,0.94,1,70
26257298,The Croft Penthouse,160774110,Jerome,,Goldsmith,39.67714062544856,-104.90503340460185,Private room,42,2,3,2018-08-05,1.43,2,78
26260110,West Wash Park Home!,16104818,Emily,,Washington Park West,39.70810077004438,-104.98173841743943,Entire home/apt,90,2,2,2018-07-05,1.03,1,10
26260827,"Your ""Coastal"" getaway with SO many amenities!",85151522,Cam And Emily,,Stapleton,39.76242101539748,-104.89430799407316,Entire home/apt,355,2,1,2018-07-27,0.94,1,3
26261457,Cute and Cozy in Clayton,30049759,Gina,,Clayton,39.76231426985109,-104.94799018734471,Entire home/apt,100,1,5,2018-08-22,5,1,6
26261787,Denver Highlands Townhome with a Skyline View,190772202,Justin & Alex,,Sunnyside,39.77423196699662,-105.00674085036034,Entire home/apt,299,2,3,2018-08-13,1.96,1,358
26262147,"Walk to Everything, Blocks from Downtown!",11515858,Ray,,Lincoln Park,39.73670271689168,-104.9982393304701,Entire home/apt,139,2,10,2018-08-22,5.45,1,68
26275517,Cozy and Spacious Denver Home,145268861,Hilda,,Gateway - Green Valley Ranch,39.77073973432875,-104.75708246956268,Entire home/apt,90,2,2,2018-07-09,1.09,1,0
26276134,Large Renovated Home Near Mile High Stadium,54708774,Jordan,,Villa Park,39.728049123894834,-105.02628726176553,Entire home/apt,150,1,1,2018-07-08,0.59,2,96
26276759,Cozy in Cap Hill,88984888,Jason,,Capitol Hill,39.73388005348744,-104.97877884327691,Entire home/apt,79,2,13,2018-08-19,6.50,1,24
26277429,Blissful Stay Alfred at Dylan,114353388,Stay Alfred,,Five Points,39.76874911093547,-104.98309121601346,Entire home/apt,230,1,0,,,71,329
26277537,Attractive Stay Alfred at Dylan,114353388,Stay Alfred,,Five Points,39.768116313363805,-104.98167832535184,Entire home/apt,230,1,1,2018-07-18,0.73,71,345
26277770,Exceptional Stay Alfred at Dylan,114353388,Stay Alfred,,Five Points,39.768648532482494,-104.9817404539097,Entire home/apt,230,1,0,,,71,343
26277819,Dashing Stay Alfred at Dylan,114353388,Stay Alfred,,Five Points,39.76858139461106,-104.98307928845814,Entire home/apt,230,1,1,2018-07-29,1,71,338
26277831,Relaxing Stay Alfred at Dylan,114353388,Stay Alfred,,Five Points,39.76685097436689,-104.98369065336043,Entire home/apt,230,1,1,2018-07-17,0.71,71,347
26277880,Sensational Stay Alfred at Dylan,114353388,Stay Alfred,,Five Points,39.768791897360465,-104.98252407821312,Entire home/apt,230,1,0,,,71,344
26278072,Cherished Stay Alfred at Dylan,114353388,Stay Alfred,,Five Points,39.76893073339557,-104.98250165958373,Entire home/apt,230,1,0,,,71,339
26278151,Magical Stay Alfred at Dylan,114353388,Stay Alfred,,Five Points,39.76900723886942,-104.98206792620499,Entire home/apt,230,1,0,,,71,322
26278166,Intriguing Stay Alfred at Dylan,114353388,Stay Alfred,,Five Points,39.76836893164323,-104.98243322273336,Entire home/apt,230,1,0,,,71,356
26278184,Peaceful Stay Alfred at Dylan,114353388,Stay Alfred,,Five Points,39.76816361899062,-104.98195666441572,Entire home/apt,230,1,0,,,71,354
26278457,Cedar Lodge,7245189,Spencer,,Valverde,39.71338556846887,-105.00864690722422,Private room,59,1,15,2018-08-18,7.89,1,0
26280615,Elegant and Sophisticated without the price,42777778,Teresa,,West Colfax,39.743518826600685,-105.0298890748654,Entire home/apt,165,2,5,2018-08-12,2.59,2,56
26281251,"Stay @ The ""ARTBNB"" One Of Denver's Coolest Homes!",954256,Conor,,City Park West,39.74836544926707,-104.96978670130369,Entire home/apt,150,1,25,2018-08-26,11.54,1,189
26281796,Crashpad close to the airport,195494356,Monica And John,,Gateway - Green Valley Ranch,39.78705752576832,-104.76255119649315,Private room,89,1,8,2018-08-26,5.58,4,39
26284883,Comfy crashpad close to the airport.,195494356,Monica And John,,Gateway - Green Valley Ranch,39.785073697756985,-104.76123073278214,Private room,55,1,6,2018-08-21,5.29,4,22
26298683,Centrally located basement apartment,79100604,Samantha,,Congress Park,39.737882633463244,-104.95589366616255,Entire home/apt,80,2,3,2018-08-19,3,1,59
26300322,Charming Home Close to Downtown Denver!,1396436,Colleen,,Chaffee Park,39.786793824641094,-105.00980116245181,Entire home/apt,149,2,2,2018-08-19,1.15,1,2
26301529,Park Hill 3 Bedroom Mid Mod,7214846,Paul,,Northeast Park Hill,39.76259711466775,-104.91965583693174,Entire home/apt,175,2,4,2018-08-22,2.35,1,45
26306391,Two Bedroom Cozy Apartment In Cherry Creek,60904429,Johanna,,Congress Park,39.731550250041195,-104.94127951469062,Entire home/apt,110,3,0,,,1,0
26317793,Charming Platt Park Bungalow,97564985,Eric,,Platt Park,39.685242107581054,-104.9825469014886,Entire home/apt,194,2,0,,,1,13
26325333,Charming historic home near Downtown and Broncos,6312478,Nancy,,Sloan Lake,39.7507742045276,-105.03193380360257,Entire home/apt,105,1,0,,,1,3
26326009,2018 Luxury 3500 sq ft Home CHERRY CREEK WASH PARK,197977481,Jillian,,Speer,39.71232137972646,-104.97586012596804,Entire home/apt,350,2,1,2018-07-22,0.81,1,322
26328157,Spacious Oasis in the City,174643286,David,,Five Points,39.753143455053824,-104.98244851869809,Entire home/apt,210,1,19,2018-08-23,11.18,1,246
26329475,Uptown Family,145030010,Charles,,City Park West,39.742324844724976,-104.96114786166079,Private room,69,3,4,2018-08-09,2.79,4,66
26331637,Victorian 2 BR in the heart Denver Capital Hill,32788627,Hostie,,Cheesman Park,39.73644006627871,-104.97111902451661,Entire home/apt,137,3,4,2018-08-11,2.55,1,328
26333386,The Curtis Park Club - 9 Rooms,196418785,Matt + Katherine,,Five Points,39.75740159937036,-104.98490787480206,Entire home/apt,1650,1,1,2018-08-05,1,10,317
26336177,Sunshine in Sunnyside,7462070,Steve,,Sunnyside,39.770481654416244,-105.00898737956653,Entire home/apt,400,2,1,2018-08-26,1,1,10
26336772,Hilltop Manor King,55721272,George,,Hilltop,39.72353975419706,-104.92578920534426,Private room,75,7,1,2018-07-03,0.54,4,353
26337030,Denver Place,190333449,John,,Hampden,39.6720205321219,-104.87215534727578,Entire home/apt,89,2,12,2018-08-22,6.32,1,167
26337762,Cozy duplex minutes from Downtown.,157639015,Craig,,Jefferson Park,39.751602779944555,-105.02093787070446,Entire home/apt,102,2,7,2018-08-20,4.38,1,138
26338028,Denver Home Base,45483536,Evan,,Northeast Park Hill,39.76811624569318,-104.92407388887179,Entire home/apt,154,2,1,2018-07-15,0.68,1,6
26338174,Comfy room in the heart of LoHi,59162547,Nick,,Highland,39.763206937893514,-105.01036806192619,Private room,80,1,0,,,1,62
26339427,Basic  private room for 1 person only,2558065,Inezz,,Cherry Creek,39.7132022234385,-104.94342780365825,Private room,30,1,25,2018-08-24,12.30,2,2
26347366,The Blue RiNo,67937838,Winter Park Management,,Five Points,39.76370718414033,-104.97416581437687,Entire home/apt,132,1,0,,,1,124
26351023,Cool and Cozy Urban Cabin in Amazing Neighborhood,576644,Carol,,Rosedale,39.6691007190939,-104.9858753520339,Entire home/apt,135,3,7,2018-08-12,4.88,1,172
26355113,NEW! Denver Townhouse w/Deck - 5 Min to Downtown!,151394248,Evolve Vacation Rental,,Jefferson Park,39.75044616200465,-105.02255317844798,Entire home/apt,275,2,2,2018-07-26,1.05,21,351
26355995,"City Park Superstar - Clean, New, Modern!",198199013,Josh,,Clayton,39.76442656594158,-104.9487378686226,Entire home/apt,70,1,2,2018-08-24,2,1,70
26365716,"Bonita Casa En Denver! 
Gorgeous House In Denver!",185227143,Jennifer,,East Colfax,39.74647143157794,-104.89249806097745,Entire home/apt,335,1,0,,,1,0
26366956,Private Modern Studio in the Heart of Denver,5541069,Yang,,Capitol Hill,39.738302375762196,-104.97587381052948,Entire home/apt,79,3,6,2018-08-12,3.27,1,39
26367690,Private Basement In The Hot Highlands Neighborhood,28359129,Matt & Vicki,,West Highland,39.76442793091184,-105.03992027985164,Private room,44,2,1,2018-07-23,0.83,6,5
26387139,Modern Condo In The Heart Of Capital Hill,70563805,Chris,,Capitol Hill,39.73767587435258,-104.97887726627633,Entire home/apt,108,1,8,2018-08-19,4.14,12,161
26400468,Charming newer home near DU/Platt Park with Patio,6725657,Tina,,University,39.67361464618325,-104.97320353238452,Private room,70,2,9,2018-08-20,4.66,1,88
26401313,2 Bdrm Urban Retreat Town home 5 Min to Downtown!,195305542,Adrienne,,City Park,39.7425044647899,-104.94274305954418,Entire home/apt,87,1,11,2018-08-19,7.33,1,61
26412414,Cozy Capitol Hill Apt with Rooftop Views,66822223,Xerxes,,Capitol Hill,39.729800289205905,-104.98463101034311,Private room,86,1,3,2018-08-07,2.05,1,1
26415492,Spacious loft in the heart of Downtown Denver,9447036,Zach,,CBD,39.74650668618948,-104.99253536583922,Entire home/apt,249,2,4,2018-08-05,3.43,2,259
26415746,A GREAT SIX BEDROOM WITH 2 TWIN BEDS CENTRE DENVER,94413859,Joe,,Mar Lee,39.68482949388684,-105.02860783700568,Private room,49,30,0,,,8,90
26418798,New Listing! Parkside in Sunnyside - Pet Friendly,99881850,Kristin,,Sunnyside,39.77595640125213,-105.01149305690792,Entire home/apt,97,2,10,2018-08-22,7.32,1,231
26424697,Perfect Place,198693072,Michael,,Goldsmith,39.674178413414886,-104.91534176870677,Entire home/apt,75,1,7,2018-08-12,4.38,1,2
26426332,Best guest room you'll stay in!,127252057,Doug,,University Hills,39.65510163598751,-104.9292334627661,Private room,45,1,4,2018-08-23,3.64,1,14
26427356,NEW! 2BR Denver Condo Minutes To Downtown/Stadiums,151394248,Evolve Vacation Rental,,Highland,39.75596505078902,-105.01110761625517,Entire home/apt,140,7,0,,,21,107
26429810,Little Crooked Cottage,13384938,Phyllis,,Villa Park,39.72603182478499,-105.04419724648449,Entire home/apt,75,7,0,,,1,102
26443762,Lakeview Washington Park House,25774571,Pam,,Washington Park,39.7055129143001,-104.96832897111209,Entire home/apt,525,4,0,,,2,61
26451562,Charming 3 Bedroom Baker Apt - Close to Everything,198899102,Dana,,Speer,39.7159466047104,-104.98162049022885,Entire home/apt,150,1,10,2018-08-18,5.56,3,18
26452604,Downtown Denver,115881563,Manal,,CBD,39.745919796075825,-104.99789817203097,Entire home/apt,60,30,0,,,2,148
26453107,Charming & Cozy Mid-Century Modern Home in Mayfair,33923568,Patrick,,Hale,39.732519466631516,-104.93013103213138,Entire home/apt,150,1,1,2018-08-13,1,2,69
26453227,Beautiful home near DTC - Spacious 3 bed 3 bath,198916506,Levent,,Hampden,39.65596146735262,-104.88547776718914,Entire home/apt,170,2,2,2018-08-13,2,1,151
26468734,"Spacious, private basement in Stapleton",45471226,Jeremy,,Stapleton,39.75401878542569,-104.89401474098922,Private room,60,2,4,2018-08-12,2.40,1,19
26472596,Great Neighborhood 20 min to Everything,38158079,Jasmine,,Northeast Park Hill,39.76928937453654,-104.9192745598446,Entire home/apt,79,1,0,,,2,35
26474557,Bonnie Bungalow,2781342,Jessica,,Platt Park,39.68265927757149,-104.98536921088301,Entire home/apt,350,2,3,2018-08-05,2.00,1,29
26476974,A Denver Home As Fresh as the Colorado Air,106458559,Cameron,,Ruby Hill,39.68339040155435,-105.0215185220415,Entire home/apt,75,1,7,2018-08-05,4.77,1,55
26500661,Modern Studio in RiNo Art District,55182207,Allison,,Five Points,39.763090135772806,-104.98074548888638,Entire home/apt,92,2,8,2018-08-26,8,2,132
26500752,"The ""Moontime Manor"" 420 Friendly Artist Studio",138749095,Melanie,,North Park Hill,39.75676229090143,-104.93931037538506,Entire home/apt,99,2,7,2018-08-21,5.83,1,108
26501060,Downtown Denver 11 Bed  - LoHi/RiNo/LoDo - Walk!,199312128,Taylor & Ryan,,Five Points,39.75567542469837,-104.98106671981037,Entire home/apt,499,1,9,2018-08-15,5.51,2,163
26502332,Highlands/LoHi Home-Walk Everywhere! Sleeps 7!,70212538,Alena,,Highland,39.768881622469166,-105.00991436729286,Entire home/apt,200,2,2,2018-08-09,1.40,2,69
26511050,Cheesman Park Getaway,6296769,Sydney,,Cheesman Park,39.730499146716035,-104.97025909373518,Private room,65,2,10,2018-08-12,5.88,2,46
26517146,☆13th floor | Balcony | Bikes | 420 ❤ | Roof Deck!,197958932,Tessa,,Capitol Hill,39.73107223776282,-104.98514989033112,Entire home/apt,79,1,11,2018-08-23,7.50,1,58
26518001,Stunning LoHi 3BR with Rooftop Views!,22924300,Connie,,Highland,39.7610528961997,-105.0090947499326,Entire home/apt,220,2,1,2018-08-19,1,1,8
26518830,Cozy Denver Home near Downtown and Cherry Creek,199454043,Troy,,University Park,39.66721189357398,-104.94819079036867,Private room,40,2,1,2018-08-18,1,1,173
26519134,Denver Dream  ✭ Five Points Hotspot ✭ Sleeps 6,39880373,Adrienne,,Five Points,39.75193576517581,-104.97964779480584,Entire home/apt,154,2,1,2018-07-26,0.91,10,337
26520064,"Clean, comfort, access - Bungalow in West Colfax.",48113711,Doug,,West Colfax,39.740475255052814,-105.04558117891226,Entire home/apt,120,2,4,2018-08-12,4,1,26
26523691,Denver Delight ✭ Sleeps 6  ✭ Historic Five Points,39880373,Adrienne,,Five Points,39.750027958563166,-104.97870172509928,Entire home/apt,154,2,1,2018-08-05,1,10,331
26524246,Spacious townhome in Denver Tech- whole house!,171735881,Minjae,,Hampden South,39.6464272028714,-104.91354261007545,Entire home/apt,83,2,5,2018-08-02,3.49,1,129
26524307,1BR Historic Baker Rowhouse,199491830,Amanda,,Baker,39.72040074449598,-104.99684881082756,Entire home/apt,75,2,0,,,1,9
26524417,Tremont Treasure ✭ Denver Retreat ✭ Sleeps 6,39880373,Adrienne,,Five Points,39.751840084595116,-104.97873203462161,Entire home/apt,154,2,0,,,10,334
26530949,Downtown corner penthouse BEST VIEW sunset+sunrise,11051032,Borahm,,Five Points,39.75241523664801,-104.99130238577614,Entire home/apt,185,2,7,2018-08-21,5.68,1,153
26531088,"Old Storefront West Highland Townhome! Denver CO,",182297861,Nick & Hadley,,West Highland,39.75939483164966,-105.02891413031021,Entire home/apt,150,2,10,2018-08-20,6.82,1,324
26531741,Private Master Suite in a Hot Highlands Townhome,28359129,Matt & Vicki,,West Highland,39.76430219795952,-105.03956073664716,Private room,129,2,1,2018-07-22,0.81,6,3
26533248,Modern Five Points apartment steps from RTD stops,199562645,Mark,,Five Points,39.75831859667604,-104.9753567583301,Private room,102,1,8,2018-08-12,5.58,1,134
26534975,Hilltop Manor Queen,55721272,George,,Hilltop,39.722447299367396,-104.92531338332232,Private room,100,3,0,,,4,357
26558758,Charming 2 Bedroom Baker Apt - Close to Everything,198899102,Dana,,Speer,39.71656642027727,-104.9794677969521,Entire home/apt,120,1,3,2018-08-23,3,3,31
26559084,Beautiful Private Room in Baker - Close to it all!,198899102,Dana,,Speer,39.71735985732308,-104.98097637858919,Private room,60,1,2,2018-08-05,2,3,28
26559424,Stunning Open Floor Loft! Best Location in Denver!,199714057,Barbara,,Baker,39.72024165789377,-104.98902195133034,Entire home/apt,100,1,2,2018-08-11,2,1,85
26562549,Downtown Modern LOHI Townhome,11154257,Jay,,Highland,39.76133016878429,-105.01421555435395,Entire home/apt,500,1,11,2018-08-21,7.86,1,151
26564570,Tranquil Pristine Carriage House,21061687,Theresa,,Berkeley,39.77813395825703,-105.04660927991698,Entire home/apt,89,2,0,,,1,51
26565831,Cozy Plant-filled Cap Hill Treasure sleeps 4!,4886429,Adrienne,,North Capitol Hill,39.74229174289937,-104.98361167637195,Entire home/apt,107,2,4,2018-08-09,2.22,1,0
26566337,Brand new guest house 1 block off hot Tennyson St!,9232062,Kelsey,,Berkeley,39.77032760819065,-105.04571570266408,Entire home/apt,105,2,9,2018-08-16,6.43,1,297
26569622,Urban Mountain Retreat (Private Floor of House),186175324,Alyssa,,Sloan Lake,39.75366072338777,-105.03061876091508,Private room,100,2,0,,,1,58
26573257,Vintage Chic Studio in Heart of Cap Hill,53187596,Tricia,,Capitol Hill,39.731109120175475,-104.98630285127388,Entire home/apt,80,3,10,2018-08-20,7.50,1,22
26574176,Downtown  Denver- Central Locale Suite -Huge Space,740330,Erica,,CBD,39.74822234219546,-104.99268445222567,Entire home/apt,105,1,5,2018-08-11,3.41,5,307
26589746,Mile High Getaway ✭ Two Condos ✭ Sleeps 12!,39880373,Adrienne,,Five Points,39.75041651116252,-104.98065469013966,Entire home/apt,150,2,1,2018-07-25,0.88,10,329
26591171,Five Points Trifecta ★ Denver Condos ★ Sleeps 16,39880373,Adrienne,,Five Points,39.74992801584123,-104.97890330236281,Entire home/apt,230,2,1,2018-07-29,1,10,329
26591391,"LAURI'S CASITA- COZY, 1886 BEATIFUL VICTORIAN HOME",72584955,Lauris,,Cole,39.76937734101429,-104.97042443804611,Entire home/apt,131,1,6,2018-08-23,3.91,1,153
26594537,Comfort night,199952576,Victor,,Indian Creek,39.682269027992085,-104.89187950954066,Private room,50,60,1,2018-07-29,1,3,365
26595104,Denver stop over,199952576,Victor,,Indian Creek,39.68351632838645,-104.89407487569882,Private room,60,60,0,,,3,362
26595750,Denver stop over,199952576,Victor,,Indian Creek,39.68423905711138,-104.89206267317805,Private room,47,1,3,2018-08-05,2.05,3,365
26599585,Beautiful Private 2BR/1BA near City Park and RiNo,33187398,Andrew,,Cole,39.76316143839682,-104.9605822255703,Entire home/apt,99,2,3,2018-08-22,3,1,291
26602153,Charming Denver Tudor near Sloans Lake,17122173,Jordan,,Sloan Lake,39.75591946924898,-105.04952103354925,Entire home/apt,157,1,5,2018-07-29,2.94,1,4
26604572,Private Highlands Townhome - close to everything!,27357978,Nikki,,Highland,39.76475984299014,-105.0231991939282,Entire home/apt,99,1,1,2018-07-28,1,1,1
26605718,Historic Berkeley mini-cottage,48108208,Christine,,Berkeley,39.77934447033137,-105.04217853074104,Entire home/apt,80,3,7,2018-08-20,4.88,3,266
26612529,"Stuart St BnB And Tourist's Hostel, Female Room",139175812,Jeff,,Barnum West,39.72187907831703,-105.04204376703412,Shared room,38,1,10,2018-08-12,6.12,9,365
26628035,2br modern townhome 1 block from DU lightrail stop,18473395,Rod,,University,39.6829608403753,-104.96434506565186,Entire home/apt,150,1,0,,,3,206
26633461,DJ Farms Urban Farmhouse 420 Friendly,66962500,Joey,,Regis,39.78546811354734,-105.05316650070824,Entire home/apt,99,1,5,2018-08-19,3.33,1,12
26634653,Mile High Skyline,32999826,John,,Jefferson Park,39.75499749626817,-105.01876545508146,Entire home/apt,279,1,6,2018-08-13,4.39,1,57
26634810,The Heart of Downtown Denver,199734411,Miguel,,CBD,39.74382985939656,-104.99453106986114,Entire home/apt,215,30,0,,,1,174
26635636,3 Bedroom Home in Highlands Square Market,19129925,Michaela,,West Highland,39.7627697070738,-105.03506630260526,Entire home/apt,200,1,0,,,1,117
26636471,Stuart St BnB And Tourist's Hostel,139175812,Jeff,,Barnum West,39.72120173704282,-105.04371146312057,Shared room,38,1,3,2018-08-09,2.05,9,357
26639298,"Cozy, comfy, & perfect private room, private bath",3811839,Annabelle + Christian,,City Park West,39.74690514819658,-104.96260388734696,Private room,55,1,6,2018-08-02,3.91,4,148
26645380,Private Studio Apartment in Congress Park,177424322,Kim,,Congress Park,39.732139270966094,-104.94144853957299,Entire home/apt,72,5,6,2018-08-12,4.74,1,64
26658477,Luxurious Townhome near Sloan's Lake,10053875,Molly,,West Colfax,39.73819430229654,-105.05000551581553,Private room,100,1,0,,,2,76
26661010,Large Denver Studio in the Heart of Downtown,64212466,Cassandra,,Union Station,39.748637714452315,-105.00039458328021,Entire home/apt,100,1,2,2018-08-13,1.82,1,13
26661826,Spectacular Uptown Queen Anne Victorian.,70206567,Kat,,North Capitol Hill,39.74174069206141,-104.97396485924813,Entire home/apt,450,2,1,2018-07-23,0.83,1,82
26665911,Beautiful Denver Home for the Holiday's & More,133755231,Shari,,Virginia Village,39.68037109435082,-104.9133012053465,Entire home/apt,500,3,2,2018-08-26,2,1,322
26666050,Boutique Beauty in THE HEART of DENVER!,25005399,Daniel,,Highland,39.76820111320096,-105.00526703438237,Entire home/apt,253,4,2,2018-08-10,1.87,20,170
26671030,Beautiful Rowhome in Denver’s Westwood,200503590,Desiree,,Westwood,39.697593666453834,-105.04418154073656,Entire home/apt,68,2,3,2018-08-20,2.50,1,5
26671425,★Couple’s Getaway★ 420 Friendly | Walk Everywhere,200509323,Jewels,,Five Points,39.75929159432087,-104.98166242294936,Entire home/apt,105,2,5,2018-08-23,3.49,1,13
26671491,Mid-century Park Hill Comfort,192314300,Lunden,,North Park Hill,39.757974403575524,-104.93560974183362,Private room,58,2,1,2018-08-21,1,2,150
26681322,Denver Townhome with Mountain and City Views!,197528223,Lenny,,Berkeley,39.769622634259896,-105.03295235282113,Entire home/apt,177,1,4,2018-08-13,2.67,1,324
26682176,The Colorado Cottage | Sunnyside near Highlands,200592485,Matt + Katherine,,Sunnyside,39.77284522843958,-105.00689404020888,Entire home/apt,250,1,3,2018-08-12,3,1,170
26685719,Private carriage house - Stapleton Neighborhood,128226885,Michael,,Stapleton,39.75803947527655,-104.86989656874619,Entire home/apt,85,2,6,2018-08-22,4.19,1,293
26688184,"Industrial Farmhouse LoHi, Walk Everywhere",84380538,Tom,,Highland,39.761704286039674,-105.00812500646386,Entire home/apt,350,2,5,2018-08-21,5,1,340
26692710,2 Bedroom Home with great outdoor space,189567717,John,,Regis,39.78758362000614,-105.03072914641461,Entire home/apt,105,1,7,2018-08-11,5.38,1,50
26692897,Modern Sanctuary in the City: 6bd/7ba,54870800,Alex,,Five Points,39.75873323840534,-104.97334288991561,Entire home/apt,1989,1,0,,,2,6
26703127,Serene Casa in Bluebird District,10624160,Maritza,,City Park,39.74287066880707,-104.94547165152834,Entire home/apt,60,2,5,2018-08-19,4.05,1,55
26710403,Original Photo Studio Loft in Historic District,63878364,Shelley,,Civic Center,39.73969332364208,-104.99136008603337,Entire home/apt,225,2,8,2018-08-19,5.11,2,87
26711298,Room with attached bath in cooler basement,25229782,Royel,,Congress Park,39.737862625082535,-104.94512875054237,Private room,51,1,4,2018-08-10,3.64,10,86
26711487,Bright 1 Bedroom in Denver’s Original Photo Studio,63878364,Shelley,,Baker,39.72217852250614,-104.99363795325135,Entire home/apt,125,2,9,2018-08-20,6.43,2,142
26712063,Huge couch 5 minutes from Denver Downtown,25229782,Royel,,Congress Park,39.73717358760229,-104.94356054996373,Shared room,29,1,5,2018-08-11,3.75,10,89
26712613,Stout House #5: Midnight Toker tiny house!,191977384,Stout House,,Five Points,39.75107247759832,-104.98487200246718,Private room,100,1,16,2018-08-24,10.67,7,351
26713694,Cherry Creek North Retreat,27074855,Jessi,,Cherry Creek,39.72374408027872,-104.95330016171513,Entire home/apt,300,2,1,2018-08-13,1,1,157
26716717,Beautiful Modern Townhome Steps From RiNo,32036355,Maria,,Cole,39.7642783895497,-104.97021613050678,Entire home/apt,150,2,3,2018-08-19,2.05,2,49
26717913,Comfortable room in a quiet neighborhood. Room “A”,48115781,Stephanie,,Harvey Park South,39.65912249610227,-105.03581210783672,Private room,40,1,9,2018-08-14,7.50,2,84
26718642,"DOPE SPOT DOWNTOWN DENVER! 
  Next to everything!",55691638,Aaron,,Five Points,39.7515687535851,-104.98322029071889,Private room,57,1,0,,,2,326
26722345,Monroe Mid-century - Master Suite,180791025,Ali,,Cherry Creek,39.71758564582225,-104.9457598547025,Private room,131,2,3,2018-08-15,2.57,3,20
26723496,Newly furnished loft in heart of downtown,4834261,Aslan,,CBD,39.743240871068004,-104.99000985711616,Entire home/apt,165,1,0,,,3,35
26728147,Cozy one bedroom suite,7527876,Adel,,Virginia Village,39.68116657391068,-104.9309483845759,Private room,65,2,12,2018-08-25,8.00,1,240
26736932,Modern Highlands Townhome with Amazing City Views!,66242686,Dave & Patrice,,Jefferson Park,39.75538728273887,-105.02117723971018,Entire home/apt,400,3,0,,,1,331
26743022,★Quiet Tree Lined St | Walk to Congress Park! ★,983816,Carter,,Congress Park,39.738662290375444,-104.94475900108276,Entire home/apt,99,2,1,2018-08-10,1,6,352
26748662,★ Sunny Home | Walkable & Safe Area Nearby Dining★,983816,Carter,,Congress Park,39.737888432845814,-104.94418902883794,Entire home/apt,99,1,3,2018-08-12,3,6,346
26748674,Safe Area | Great Location to Explore Denver!,983816,Carter,,Congress Park,39.73660792139435,-104.94424048690149,Entire home/apt,99,2,2,2018-08-11,2,6,349
26750399,NEW!Cozy LoHi Apt w/Patio-1 Mile from DT Denver!,151394248,Evolve Vacation Rental,,Highland,39.75848187459888,-105.01309536209553,Entire home/apt,175,2,2,2018-07-30,1.46,21,322
26752308,Denver Condominium Close to Downtown Denver,201034636,Christina,,Windsor,39.707242464438146,-104.88895209175759,Private room,40,1,6,2018-08-19,5.14,1,88
26760079,420 Friendly Near DIA,194150537,Nagea,,Gateway - Green Valley Ranch,39.78832121740865,-104.76151233179581,Entire home/apt,100,2,4,2018-08-19,3.24,1,354
26767127,fabulous 2 bedroom 1 bathroom unit at the sought,201268532,Emerick,,CBD,39.745485381534,-104.99392100056257,Private room,700,30,0,,,1,179
26775810,Quaint Denver Home In Wash Park,13829683,Kimberly,,Washington Park West,39.705989330278186,-104.97597336346837,Entire home/apt,138,2,7,2018-08-24,6.36,1,316
